IDNR,LOSS,GENDER,AGE,EXPER,MARSTAT,PRESID,TOWORK,MILES,CLAIMS,CITATS,SIZE,COMPA,COMPB,COMPC
403,0.898,1,46,25,1,1,19,17,0,3,1,1000,950,1150
404,1.189,0,27,8,1,0,8,3,0,0,4,1000,1460,1260
405,1.199,1,26,8,1,1,5,1,0,0,5,1000,1460,1660
406,0.738,1,56,26,2,1,17,23,2,4,1,1000,920,1120
407,0.351,0,61,43,3,1,5,6,0,1,1,1000,410,210
408,1.2,0,22,6,1,1,0,6,1,1,3,1000,1520,1320
409,0.568,1,63,47,2,1,5,5,1,1,3,1000,290,490
410,1.372,1,27,4,1,1,5,5,0,1,1,1000,1580,1780
411,1.622,1,18,2,1,0,5,5,0,0,1,1000,1640,1840
412,0.214,0,69,38,2,1,8,7,1,1,2,1000,560,360
413,0.634,1,53,27,2,1,4,6,0,1,2,1000,890,1090
414,1.429,1,19,3,1,1,0,5,1,0,1,1000,1610,1810
415,0.993,1,36,18,1,0,5,4,0,1,1,1000,1160,1360
416,1.348,1,29,10,1,1,3,3,2,0,1,1000,1400,1600
417,0.972,0,31,1,2,1,0,7,0,0,3,1000,1670,1470
418,1.219,1,26,5,2,1,5,6,1,1,4,1000,1550,1750
419,1.665,1,16,0,1,1,0,4,0,0,3,1000,1700,1900
420,1.008,0,35,17,2,0,9,14,0,2,1,1000,1190,990
421,0.792,1,53,29,2,1,17,16,2,3,2,1000,830,1030
422,1.386,1,31,12,2,1,16,14,0,2,2,1000,1340,1540
423,0.56,1,62,24,2,1,5,7,1,1,2,1000,980,1180
424,1.045,0,29,13,2,1,2,1,1,0,2,1000,1310,1110
425,0.987,0,45,19,1,1,24,10,0,2,2,1000,1130,930
426,0.615,0,70,51,3,1,28,4,1,1,1,1000,170,-30
427,1.238,0,28,10,2,1,15,5,2,1,1,1000,1400,1200
428,0.29,0,67,28,2,0,2,3,0,0,1,1000,860,660
429,0.945,0,36,12,2,0,20,5,0,1,1,1000,1340,1140
430,1.341,1,30,6,2,1,5,26,1,4,2,1000,1520,1720
431,1.481,1,22,4,1,1,6,24,2,3,1,1000,1580,1780
432,0.936,0,35,13,2,1,5,2,1,0,1,1000,1310,1110
433,1.188,1,26,7,2,0,5,3,1,0,1,1000,1490,1690
434,0.565,0,50,16,2,1,5,20,0,3,3,1000,1220,1020
435,1.169,0,36,4,1,1,28,4,0,1,1,1000,1580,1380
436,0.447,0,52,36,3,0,11,5,0,1,1,1000,620,420
437,0.829,1,57,38,2,1,18,16,1,3,3,1000,560,760
438,0.33,1,59,30,2,0,5,10,0,2,1,1000,800,1000
439,1.251,1,28,6,1,1,6,11,1,2,1,1000,1520,1720
440,1.176,0,27,7,1,1,1,4,1,1,3,1000,1490,1290
441,1.586,1,19,3,3,1,7,3,1,0,1,1000,1610,1810
442,1.367,0,23,3,2,0,10,9,1,1,1,1000,1610,1410
443,1.528,0,24,3,1,0,21,17,1,2,4,1000,1610,1410
444,1.646,1,18,0,1,1,5,2,0,0,2,1000,1700,1900
445,0.526,1,63,47,2,1,0,6,0,1,2,1000,290,490
446,0.579,0,45,26,2,0,3,19,1,3,1,1000,920,720
447,1.46,0,16,0,1,0,2,5,0,0,1,1000,1700,1500
448,0.487,0,60,27,1,1,5,13,1,2,2,1000,890,690
449,1.077,0,36,12,1,1,7,26,0,4,1,1000,1340,1140
450,0.776,1,39,20,1,0,7,2,0,0,1,1000,1100,1300
451,1.667,1,16,0,1,1,7,6,0,0,1,1000,1700,1900
452,0.5,1,65,38,1,1,5,16,0,3,1,1000,560,760
453,0.477,0,47,26,1,0,5,2,1,0,1,1000,920,720
454,0.489,1,70,26,3,1,5,7,1,1,3,1000,920,1120
455,0.461,1,55,17,2,0,5,17,0,3,2,1000,1190,1390
456,1.507,0,18,1,1,1,2,5,0,0,1,1000,1670,1470
457,0.661,1,52,35,2,1,6,20,0,3,1,1000,650,850
458,1.433,0,21,4,2,0,6,3,0,0,3,1000,1580,1380
459,0.945,1,42,4,2,0,14,7,1,1,1,1000,1580,1780
460,1.464,1,26,4,1,1,5,7,0,1,3,1000,1580,1780
461,0.639,1,57,6,2,1,5,24,2,4,3,1000,1520,1720
462,0.855,1,43,25,2,1,5,25,0,4,2,1000,950,1150
463,0.414,0,53,26,2,1,4,9,0,1,1,1000,920,720
464,0.94,0,32,9,2,1,10,16,1,3,1,1000,1430,1230
465,1.161,0,22,4,1,0,5,7,0,1,3,1000,1580,1380
466,1.029,1,38,18,2,1,2,4,1,1,1,1000,1160,1360
467,1.042,0,29,11,1,1,5,5,0,1,3,1000,1370,1170
468,1.677,1,18,2,1,1,5,4,0,0,1,1000,1640,1840
469,1.426,1,24,8,1,1,5,15,1,2,3,1000,1460,1660
470,1.014,0,34,15,2,0,14,20,0,3,1,1000,1250,1050
471,1.705,1,19,1,2,1,4,4,0,0,2,1000,1670,1870
472,1.518,1,22,5,1,1,1,4,2,1,1,1000,1550,1750
473,0.321,1,80,36,2,0,8,24,0,4,2,1000,620,820
474,0.806,1,52,29,2,1,19,5,1,1,1,1000,830,1030
475,1.398,1,28,12,2,0,18,4,2,1,2,1000,1340,1540
476,0.619,1,60,37,2,1,3,24,0,4,2,1000,590,790
477,1.064,1,35,16,2,0,6,5,0,1,2,1000,1220,1420
478,1.572,0,18,2,1,0,5,5,1,0,1,1000,1640,1440
479,0.948,0,30,13,1,1,5,16,0,3,4,1000,1310,1110
480,0.86,1,42,23,2,1,7,4,1,1,1,1000,1010,1210
481,1.479,1,24,8,2,0,6,1,2,0,3,1000,1460,1660
482,1.46,0,16,0,1,1,5,5,0,0,2,1000,1700,1500
483,1.527,0,24,4,1,1,28,3,0,0,1,1000,1580,1380
484,1.618,1,17,0,1,1,0,8,0,0,1,1000,1700,1900
485,1.387,0,22,4,1,1,23,13,2,2,4,1000,1580,1380
486,0.914,1,37,15,3,1,5,8,0,1,1,1000,1250,1450
487,0.347,1,74,13,2,0,6,4,1,1,3,1000,1310,1510
488,0.651,1,54,18,2,1,0,4,1,1,1,1000,1160,1360
489,0.606,0,63,36,2,1,19,3,0,0,2,1000,620,420
490,0.658,0,41,20,3,0,11,3,1,0,1,1000,1100,900
491,0.646,0,54,30,3,0,26,10,0,2,2,1000,800,600
492,0.294,1,73,53,2,1,5,5,0,1,2,1000,110,310
493,0.698,0,53,12,2,1,11,12,0,2,3,1000,1340,1140
494,1.001,1,38,21,2,1,0,21,2,3,2,1000,1070,1270
495,0.684,0,47,11,1,0,5,4,2,1,2,1000,1370,1170
496,1.326,1,22,5,1,0,6,4,2,1,3,1000,1550,1750
497,1.475,1,18,1,1,0,4,6,0,0,1,1000,1670,1870
498,0.351,1,76,36,2,0,7,25,0,4,3,1000,620,820
499,1.119,1,30,8,2,0,3,3,0,0,5,1000,1460,1660
500,1.078,1,30,5,2,1,1,4,2,1,1,1000,1550,1750
501,1.683,1,18,2,2,0,16,18,1,1,4,1000,1640,1840
502,1.313,0,24,6,1,0,12,5,2,1,1,1000,1520,1320
503,1.796,1,16,0,1,1,15,4,0,0,1,1000,1700,1900
504,0.381,0,70,50,3,1,5,23,0,4,2,1000,200,-5.68434E-14
505,0.524,0,48,31,3,1,11,8,0,1,2,1000,770,570
506,0.028,0,81,1,3,1,6,2,0,0,2,1000,1670,1470
507,1.166,0,29,8,1,1,0,6,0,1,2,1000,1460,1260
508,0.688,1,43,17,2,0,7,25,0,4,1,1000,1190,1390
509,1.238,0,28,12,2,0,5,6,1,1,2,1000,1340,1140
510,1.64,0,17,1,1,1,5,12,0,0,1,1000,1670,1470
511,0.5,1,64,17,2,1,5,8,0,1,2,1000,1190,1390
512,0.785,0,46,29,2,1,5,5,0,1,1,1000,830,630
513,0.157,0,73,33,3,1,5,8,1,1,2,1000,710,510
514,0.575,0,53,37,2,1,5,23,1,4,2,1000,590,390
515,0.785,1,50,12,2,1,5,6,0,1,4,1000,1340,1540
516,0.935,0,36,5,2,1,10,2,1,0,1,1000,1550,1350
517,1.074,0,26,10,1,0,4,5,2,1,2,1000,1400,1200
518,1.078,1,35,16,3,0,3,26,0,4,2,1000,1220,1420
519,1.417,1,21,5,1,1,5,12,2,2,1,1000,1550,1750
520,1.072,0,32,14,1,1,13,8,1,1,2,1000,1280,1080
521,1.624,0,20,3,1,1,17,15,0,1,2,1000,1610,1410
522,1.643,0,17,0,1,1,5,1,0,0,3,1000,1700,1500
523,1.585,1,17,1,1,0,7,6,0,0,1,1000,1670,1870
524,1.186,0,25,4,2,1,5,6,0,1,1,1000,1580,1380
525,0.176,0,65,44,3,1,5,12,0,2,3,1000,380,180
526,1.198,0,24,8,1,1,0,1,1,0,2,1000,1460,1260
527,1.299,1,26,1,2,0,7,7,1,0,1,1000,1670,1870
528,1.112,0,26,7,1,0,12,6,1,1,4,1000,1490,1290
529,0.679,1,46,23,2,1,5,2,2,0,1,1000,1010,1210
530,1.344,0,24,8,2,0,5,10,2,2,3,1000,1460,1260
531,0.672,1,50,31,2,1,0,15,1,2,2,1000,770,970
532,1.064,0,32,6,1,1,19,2,1,0,2,1000,1520,1320
533,0.554,0,48,16,2,1,7,8,0,1,1,1000,1220,1020
534,0.66,1,53,27,2,1,7,6,0,1,2,1000,890,1090
535,1.356,0,21,5,1,1,5,3,2,0,4,1000,1550,1350
536,0.45,0,65,23,2,1,6,22,1,4,4,1000,1010,810
537,0.921,0,41,18,2,1,6,6,1,1,1,1000,1160,960
538,0.649,0,61,29,3,1,31,3,1,0,3,1000,830,630
539,1.51,0,19,3,1,0,5,4,0,0,1,1000,1610,1410
540,0.573,1,46,28,2,0,1,3,2,0,2,1000,860,1060
541,0.078,0,78,57,3,1,5,6,0,1,1,1000,-10,-210
542,1.322,1,26,6,1,1,5,5,1,1,1,1000,1520,1720
543,0.924,1,48,24,2,1,16,5,1,1,3,1000,980,1180
544,1.117,0,33,17,2,1,30,3,1,0,2,1000,1190,990
545,0.737,0,38,10,2,0,7,14,1,2,4,1000,1400,1200
546,0.398,0,53,34,2,1,6,5,1,1,3,1000,680,480
547,0.853,1,49,26,2,0,17,1,1,0,1,1000,920,1120
548,1.442,1,22,5,2,1,5,24,0,4,2,1000,1550,1750
549,0.86,0,42,26,2,1,7,20,1,3,1,1000,920,720
550,1.197,0,24,7,1,1,6,7,0,1,1,1000,1490,1290
551,0.395,0,56,26,2,1,5,6,2,1,1,1000,920,720
552,0.86,0,32,15,1,0,0,6,2,1,1,1000,1250,1050
553,0.923,0,48,29,2,0,32,3,0,0,1,1000,830,630
554,1.113,0,30,11,2,1,5,6,1,1,2,1000,1370,1170
555,0.521,0,51,22,2,0,2,4,0,1,1,1000,1040,840
556,1.603,1,18,2,3,1,0,6,1,0,1,1000,1640,1840
557,0.675,0,61,25,2,1,27,7,1,1,1,1000,950,750
558,1.216,1,32,16,2,1,19,5,3,1,1,1000,1220,1420
559,0.109,0,66,33,2,0,6,15,0,2,1,1000,710,510
560,1.009,0,35,13,2,1,23,4,1,1,1,1000,1310,1110
561,0.442,0,70,49,2,1,11,16,1,3,1,1000,230,30
562,0.488,0,47,25,2,0,10,24,1,4,1,1000,950,750
563,1.615,1,19,0,1,0,3,3,0,0,2,1000,1700,1900
564,0.705,1,42,25,2,0,5,6,2,1,1,1000,950,1150
565,0.911,0,48,5,2,1,33,5,0,1,3,1000,1550,1350
566,0.104,0,72,50,3,1,5,11,0,2,1,1000,200,-5.68434E-14
567,0.879,1,46,28,2,1,17,7,1,1,3,1000,860,1060
568,0.952,1,34,7,1,1,5,8,1,1,1,1000,1490,1690
569,1.04,0,37,21,2,1,7,24,1,4,1,1000,1070,870
570,0.663,1,52,23,2,0,5,3,1,0,4,1000,1010,1210
571,1.748,1,18,2,2,1,5,22,0,1,2,1000,1640,1840
572,0.976,0,36,13,1,1,5,9,1,1,2,1000,1310,1110
573,0.991,1,48,23,2,1,31,16,0,3,2,1000,1010,1210
574,1.498,0,20,3,2,1,21,7,0,1,3,1000,1610,1410
575,0.525,0,49,20,2,1,0,18,1,3,4,1000,1100,900
576,0.203,0,74,51,3,0,19,10,0,2,1,1000,170,-30
577,1.399,1,24,6,3,1,4,4,2,1,2,1000,1520,1720
578,0.291,1,70,10,2,0,5,5,1,1,1,1000,1400,1600
579,0.35,0,74,33,3,1,10,18,0,3,2,1000,710,510
580,0.937,0,33,17,1,1,0,5,0,1,1,1000,1190,990
581,1.205,0,22,6,1,0,5,7,1,1,2,1000,1520,1320
582,0.688,1,50,28,2,1,5,22,2,4,1,1000,860,1060
583,1.441,1,27,7,2,1,8,5,0,1,4,1000,1490,1690
584,0.698,1,56,23,2,1,9,2,0,0,2,1000,1010,1210
585,0.968,0,39,6,2,1,5,5,1,1,1,1000,1520,1320
586,0.656,1,53,27,2,1,5,4,0,1,1,1000,890,1090
587,1.58,0,18,2,1,1,11,4,0,0,3,1000,1640,1440
588,0.789,0,48,32,2,1,14,23,0,4,1,1000,740,540
589,0.334,0,65,49,2,0,8,21,2,3,2,1000,230,30
590,1.236,0,35,16,2,0,34,3,0,0,1,1000,1220,1020
591,0.714,0,43,22,2,1,5,3,1,0,4,1000,1040,840
592,1.545,1,18,0,2,1,12,5,0,0,3,1000,1700,1900
593,0.155,1,76,13,2,0,9,5,1,1,3,1000,1310,1510
594,0.544,0,58,15,3,1,6,7,2,1,3,1000,1250,1050
595,0.89,1,43,14,2,1,0,8,1,1,1,1000,1280,1480
596,0.605,1,50,0,2,0,5,19,0,0,2,1000,1700,1900
597,1.719,1,18,1,1,1,24,3,1,0,1,1000,1670,1870
598,1.408,0,19,3,1,1,6,16,1,2,2,1000,1610,1410
599,1.39,0,23,6,1,0,3,6,1,1,4,1000,1520,1320
600,1.22,0,24,8,1,1,5,4,2,1,1,1000,1460,1260
601,1.205,1,30,13,2,1,5,1,1,0,2,1000,1310,1510
602,1.242,1,30,8,1,1,8,15,1,2,2,1000,1460,1660
603,0.514,1,48,21,2,0,3,5,1,1,1,1000,1070,1270
604,0.422,0,48,15,3,1,0,4,1,1,2,1000,1250,1050
605,0.814,0,48,15,2,1,24,12,0,2,3,1000,1250,1050
606,1.365,1,28,12,1,1,4,25,0,4,3,1000,1340,1540
607,0.928,0,32,5,1,1,2,5,1,1,1,1000,1550,1350
608,0.853,1,51,33,2,1,25,10,0,2,1,1000,710,910
609,0.372,1,71,46,3,1,5,17,0,3,1,1000,320,520
610,1.453,0,23,7,2,1,11,10,0,2,3,1000,1490,1290
611,1.445,0,23,1,1,1,20,1,0,0,1,1000,1670,1470
612,0.852,1,47,0,2,1,5,2,0,0,2,1000,1700,1900
613,1.038,1,32,5,2,1,5,1,1,0,2,1000,1550,1750
614,0.776,1,41,13,1,0,4,6,2,1,1,1000,1310,1510
615,0.52,1,60,20,2,1,4,7,2,1,1,1000,1100,1300
616,0.913,0,43,14,2,1,12,5,0,1,1,1000,1280,1080
617,1.096,1,34,7,2,1,14,6,1,1,1,1000,1490,1690
618,1.249,0,25,9,1,1,7,4,0,1,2,1000,1430,1230
619,1.447,1,22,2,1,1,0,10,1,1,1,1000,1640,1840
620,1.019,1,38,6,2,1,5,12,1,2,1,1000,1520,1720
621,1.163,1,31,14,2,1,5,15,0,2,2,1000,1280,1480
622,0.601,1,52,10,2,0,7,10,0,2,3,1000,1400,1600
623,0.388,0,51,27,3,0,5,17,0,3,3,1000,890,690
624,1.149,1,28,3,2,0,4,1,1,0,1,1000,1610,1810
625,0.967,0,32,9,3,1,4,14,0,2,2,1000,1430,1230
626,1.09,0,34,3,2,1,11,19,0,2,1,1000,1610,1410
627,1.599,0,17,0,2,1,25,11,0,0,4,1000,1700,1500
628,1.189,0,29,12,2,0,5,21,2,3,3,1000,1340,1140
629,0.685,1,53,21,1,1,10,14,1,2,4,1000,1070,1270
630,1.577,0,19,1,1,1,5,4,0,0,2,1000,1670,1470
631,0.22,0,68,50,2,1,0,7,0,1,2,1000,200,-5.68434E-14
632,0.792,0,37,20,2,1,7,3,1,0,3,1000,1100,900
633,0.503,0,51,21,3,1,5,5,3,1,1,1000,1070,870
634,0.594,1,58,42,2,0,6,3,1,0,1,1000,440,640
635,1.688,1,19,3,1,1,5,15,3,1,1,1000,1610,1810
636,1.091,0,31,8,2,0,10,10,2,2,1,1000,1460,1260
637,0.679,1,44,22,2,0,6,1,2,0,1,1000,1040,1240
638,1.566,0,19,0,1,1,18,4,0,0,2,1000,1700,1500
639,1.087,0,33,4,1,0,25,6,0,1,2,1000,1580,1380
640,0.312,0,63,43,2,1,14,14,0,2,2,1000,410,210
641,1.406,0,18,1,3,1,5,7,0,0,1,1000,1670,1470
642,1.729,1,20,1,1,1,14,6,0,0,2,1000,1670,1870
643,0.505,1,54,26,2,1,6,8,0,1,2,1000,920,1120
644,1.584,1,19,3,1,0,10,5,0,0,2,1000,1610,1810
645,0.636,1,65,26,2,1,15,22,1,4,1,1000,920,1120
646,1.193,0,35,15,2,1,26,26,1,4,2,1000,1250,1050
647,0.344,0,67,45,3,1,26,3,1,0,4,1000,350,150
648,0.398,1,55,23,2,0,2,13,2,2,1,1000,1010,1210
649,0.436,1,62,24,2,1,5,15,0,2,3,1000,980,1180
650,1.677,1,18,2,1,1,5,14,0,1,2,1000,1640,1840
651,1.476,1,28,7,3,0,29,25,0,4,2,1000,1490,1690
652,0.884,1,41,9,2,0,0,11,1,2,2,1000,1430,1630
653,0.747,0,45,29,2,1,24,4,1,1,1,1000,830,630
654,1.575,1,22,2,3,1,6,9,0,1,1,1000,1640,1840
655,0.342,0,59,27,2,1,0,3,0,0,2,1000,890,690
656,0.781,0,40,10,1,1,0,21,3,3,2,1000,1400,1200
657,0.832,0,34,18,1,1,5,12,2,2,4,1000,1160,960
658,0.682,1,80,49,2,1,32,11,0,2,3,1000,230,430
659,0.367,1,66,47,2,1,5,4,2,1,2,1000,290,490
660,0.354,0,68,46,2,1,8,8,1,1,1,1000,320,120
661,0.451,1,61,44,2,1,5,7,0,1,1,1000,380,580
662,1.045,0,30,14,2,1,9,10,1,2,2,1000,1280,1080
663,0.76,0,37,5,1,1,6,21,0,3,2,1000,1550,1350
664,1.173,1,28,3,1,1,6,5,1,0,3,1000,1610,1810
665,1.17,1,33,17,1,1,5,1,1,0,4,1000,1190,1390
666,0.346,0,64,40,2,0,22,5,2,1,2,1000,500,300
667,1.078,0,36,1,2,1,24,6,0,0,1,1000,1670,1470
668,1.341,0,30,7,2,1,32,6,1,1,1,1000,1490,1290
669,1.38,1,24,6,2,0,3,7,3,1,1,1000,1520,1720
670,1.066,1,36,11,3,1,5,8,0,1,1,1000,1370,1570
671,0.952,1,37,21,1,1,5,3,0,0,1,1000,1070,1270
672,1.55,0,25,9,1,1,27,3,0,0,1,1000,1430,1230
673,0.87,0,33,5,1,0,5,1,0,0,1,1000,1550,1350
674,0.716,1,45,16,2,0,11,8,0,1,3,1000,1220,1420
675,1.219,1,27,2,1,0,5,13,1,1,3,1000,1640,1840
676,0.751,1,46,12,2,1,5,12,0,2,1,1000,1340,1540
677,0.176,0,64,26,2,1,0,7,0,1,1,1000,920,720
678,1.025,1,43,8,2,0,29,3,0,0,2,1000,1460,1660
679,1.493,0,17,1,2,1,5,5,0,0,1,1000,1670,1470
680,0.625,1,60,23,2,1,19,5,0,1,1,1000,1010,1210
681,1.318,1,28,10,1,0,20,4,1,1,2,1000,1400,1600
682,1.16,1,30,9,3,0,3,3,1,0,4,1000,1430,1630
683,0.21,1,68,44,2,0,3,6,0,1,1,1000,380,580
684,1.088,0,30,4,1,0,5,1,0,0,3,1000,1580,1380
685,0.424,1,68,38,2,1,5,9,0,1,1,1000,560,760
686,0.708,1,48,11,2,0,6,16,0,3,1,1000,1370,1570
687,0.531,0,54,26,2,1,0,6,0,1,2,1000,920,720
688,1.613,1,19,3,1,0,7,5,1,0,2,1000,1610,1810
689,0.769,1,55,17,2,1,24,3,0,0,1,1000,1190,1390
690,1.085,0,29,5,1,0,3,18,2,3,4,1000,1550,1350
691,0.769,0,42,24,1,1,1,11,0,2,1,1000,980,780
692,1.388,0,17,1,2,1,4,2,0,0,1,1000,1670,1470
693,0.506,1,47,26,1,0,0,18,1,3,2,1000,920,1120
694,1.622,0,23,5,3,1,28,4,1,1,1,1000,1550,1350
695,1.359,0,22,6,2,1,18,6,1,1,4,1000,1520,1320
696,1.052,0,30,12,2,0,5,12,2,2,2,1000,1340,1140
697,1.104,1,43,19,1,1,25,4,2,1,1,1000,1130,1330
698,1.618,0,16,0,1,1,5,2,0,0,1,1000,1700,1500
699,0.661,0,48,24,1,1,1,3,0,0,2,1000,980,780
700,0.782,0,50,24,3,1,24,12,0,2,2,1000,980,780
701,0.87,0,43,15,2,1,5,24,1,4,2,1000,1250,1050
702,0.795,1,41,17,2,1,0,6,1,1,1,1000,1190,1390
703,0.684,0,60,28,3,1,21,13,1,2,1,1000,860,660
704,1.352,0,21,1,1,0,5,1,0,0,1,1000,1670,1470
705,1.289,0,26,7,2,1,23,12,0,2,1,1000,1490,1290
706,0.82,1,53,26,2,1,17,17,2,3,1,1000,920,1120
707,0.933,0,37,17,1,0,6,15,1,2,4,1000,1190,990
708,0.93,0,31,0,2,1,5,9,0,0,1,1000,1700,1500
709,1.697,1,23,1,1,1,30,22,0,1,3,1000,1670,1870
710,1.153,0,24,4,1,0,5,6,0,1,1,1000,1580,1380
711,0.412,1,70,45,1,1,14,6,0,1,4,1000,350,550
712,1.341,0,21,1,1,0,4,5,0,0,2,1000,1670,1470
713,0.777,0,47,12,1,1,5,9,2,1,2,1000,1340,1140
714,0.799,0,39,21,2,1,3,1,0,0,2,1000,1070,870
715,1.319,0,25,6,1,1,2,4,1,1,3,1000,1520,1320
716,0.825,1,45,29,2,0,4,8,1,1,1,1000,830,1030
717,1.131,0,27,5,1,1,5,6,1,1,5,1000,1550,1350
718,0.682,0,50,26,3,1,28,5,1,1,4,1000,920,720
719,1.734,1,25,8,1,0,34,5,2,1,4,1000,1460,1660
720,1.514,0,25,5,3,1,33,6,2,1,2,1000,1550,1350
721,1.082,1,34,16,1,1,5,2,0,0,1,1000,1220,1420
722,1.122,1,30,14,1,1,5,10,1,2,3,1000,1280,1480
723,1.187,0,24,6,2,0,5,4,0,1,2,1000,1520,1320
724,0.595,1,53,27,1,0,5,4,0,1,1,1000,890,1090
725,0.678,1,52,16,1,0,5,4,0,1,5,1000,1220,1420
726,1.332,1,30,14,3,1,23,18,1,3,3,1000,1280,1480
727,0.973,0,43,5,1,1,26,5,1,1,2,1000,1550,1350
728,1.151,0,27,8,1,0,5,6,0,1,1,1000,1460,1260
729,1.32,1,33,14,3,0,19,7,0,1,1,1000,1280,1480
730,0.395,0,66,32,3,1,26,5,0,1,3,1000,740,540
731,0.266,1,73,53,2,0,10,4,0,1,1,1000,110,310
732,0.227,0,70,50,3,1,18,1,0,0,1,1000,200,-5.68434E-14
733,0.889,1,38,22,2,1,10,6,0,1,2,1000,1040,1240
734,0.718,1,54,32,2,1,4,9,2,1,2,1000,740,940
735,0.327,1,72,35,2,1,8,3,0,0,2,1000,650,850
736,1.185,0,22,4,2,0,5,1,0,0,1,1000,1580,1380
737,1.124,0,28,11,3,0,5,17,2,3,2,1000,1370,1170
738,1.251,0,29,7,1,1,5,2,1,0,3,1000,1490,1290
739,1.474,1,29,5,1,1,34,4,0,1,3,1000,1550,1750
740,0.736,1,50,27,2,0,13,4,2,1,3,1000,890,1090
741,1.184,1,27,11,3,0,5,5,0,1,3,1000,1370,1570
742,0.724,1,45,24,2,1,11,5,2,1,1,1000,980,1180
743,0.452,0,50,33,1,1,5,5,0,1,4,1000,710,510
744,0.398,1,73,22,2,1,9,3,0,0,2,1000,1040,1240
745,1.107,0,30,13,1,0,8,2,1,0,1,1000,1310,1110
746,0.659,1,53,34,2,0,6,9,1,1,1,1000,680,880
747,1.863,1,19,1,1,1,32,5,0,0,1,1000,1670,1870
748,0.52,1,49,31,1,0,6,4,2,1,2,1000,770,970
749,1.108,1,35,14,1,1,5,7,1,1,1,1000,1280,1480
750,1.31,1,26,10,2,1,7,6,1,1,1,1000,1400,1600
751,1.231,1,27,9,1,0,5,18,1,3,4,1000,1430,1630
752,1.345,1,27,6,1,1,1,2,2,0,1,1000,1520,1720
753,1.095,1,33,16,2,1,5,12,0,2,2,1000,1220,1420
754,0.735,0,51,22,2,0,35,8,0,1,3,1000,1040,840
755,0.981,0,27,10,2,1,0,10,0,2,3,1000,1400,1200
756,1.413,1,17,1,1,0,1,2,0,0,2,1000,1670,1870
757,0.774,1,53,14,2,1,14,4,1,1,1,1000,1280,1480
758,0.575,0,54,21,2,1,26,4,0,1,1,1000,1070,870
759,0.876,1,42,12,1,1,5,4,3,1,1,1000,1340,1540
760,0.429,1,54,25,2,0,7,5,1,1,2,1000,950,1150
761,1.746,1,18,1,1,1,5,4,0,0,1,1000,1670,1870
762,0.892,0,33,8,2,1,5,8,0,1,1,1000,1460,1260
763,1.04,1,42,22,2,1,7,13,0,2,2,1000,1040,1240
764,1.534,0,18,0,1,0,11,1,0,0,1,1000,1700,1500
765,1.388,0,18,1,1,1,1,6,0,0,3,1000,1670,1470
766,1.549,1,25,2,1,0,20,13,0,1,2,1000,1640,1840
767,0.423,0,56,25,2,0,1,10,0,2,1,1000,950,750
768,1.68,0,16,0,1,1,12,9,0,0,1,1000,1700,1500
769,1.137,1,31,14,2,0,6,11,0,2,2,1000,1280,1480
770,0.556,1,56,30,2,1,3,2,0,0,1,1000,800,1000
771,0.773,0,44,12,2,1,17,3,0,0,2,1000,1340,1140
772,1.414,0,19,3,1,0,10,4,1,0,5,1000,1610,1410
773,1.523,1,18,0,2,0,1,17,0,0,2,1000,1700,1900
774,1.022,1,39,11,2,1,10,5,2,1,1,1000,1370,1570
775,0.712,1,56,27,2,1,5,7,0,1,1,1000,890,1090
776,1.361,1,27,10,3,0,5,15,2,2,2,1000,1400,1600
777,1.015,0,34,12,3,1,10,3,0,0,1,1000,1340,1140
778,1.005,1,39,22,3,1,4,5,0,1,2,1000,1040,1240
779,1.502,1,22,4,2,0,5,1,0,0,3,1000,1580,1780
780,0.991,0,31,14,2,0,14,10,0,2,1,1000,1280,1080
781,0.259,1,83,24,2,1,5,5,1,1,1,1000,980,1180
782,0.645,0,50,30,1,1,6,3,1,0,1,1000,800,600
783,0.745,1,53,33,2,1,14,4,2,1,1,1000,710,910
784,0.545,0,46,21,2,1,2,5,0,1,1,1000,1070,870
785,0.194,0,83,38,3,0,5,17,0,3,2,1000,560,360
786,0.769,1,58,26,2,1,17,8,1,1,1,1000,920,1120
787,1.417,1,21,5,1,0,12,12,0,2,3,1000,1550,1750
788,1.515,0,16,0,1,1,15,5,0,0,2,1000,1700,1500
789,1.362,0,21,3,2,1,5,6,1,1,1,1000,1610,1410
790,1.142,0,33,16,2,0,19,6,1,1,3,1000,1220,1020
791,0.373,1,63,44,2,1,4,1,1,0,1,1000,380,580
792,1.489,1,21,5,2,1,9,4,3,1,1,1000,1550,1750
793,0.87,1,40,11,2,1,4,22,1,4,4,1000,1370,1570
794,1.61,1,21,2,1,1,13,12,0,1,2,1000,1640,1840
795,0.627,1,52,26,2,0,16,3,0,0,1,1000,920,1120
796,1.498,0,17,0,1,1,6,22,0,0,3,1000,1700,1500
797,1.032,1,44,27,2,0,32,3,0,0,1,1000,890,1090
798,0.578,0,54,28,3,1,7,5,1,1,1,1000,860,660
799,0.49,1,64,33,2,1,5,20,0,3,4,1000,710,910
800,1.465,1,20,4,2,1,2,12,0,1,1,1000,1580,1780
801,0.672,0,53,20,2,0,14,9,0,1,1,1000,1100,900
802,0.563,1,51,11,2,0,10,19,0,3,2,1000,1370,1570
803,1.199,1,29,7,1,0,5,4,1,1,1,1000,1490,1690
804,1.388,1,23,4,1,1,14,9,0,1,1,1000,1580,1780
805,1.212,1,30,9,2,0,17,6,1,1,2,1000,1430,1630
